slug,ID,model,input_tokens,output_tokens,total_tokens
Chart_1,1,gpt-4,3443,238,3681
Chart_3,2,gpt-4,3646,210,3856
Chart_3,2,gpt-4,2970,197,3167
Chart_3,2,gpt-4,3268,232,3500
Chart_3,2,gpt-4,3524,249,3773
Chart_3,2,gpt-4,4071,206,4277
Chart_3,2,gpt-4,2965,187,3152
Chart_3,2,gpt-4,3253,170,3423
Chart_3,2,gpt-4,3447,203,3650
Chart_3,2,gpt-4,3674,319,3993
Chart_3,2,gpt-4,4303,204,4507
Chart_3,2,gpt-4,2963,226,3189
Chart_3,2,gpt-4,3291,205,3496
Chart_3,2,gpt-4,3520,181,3701
Chart_3,2,gpt-4,3725,193,3918
Chart_3,2,gpt-4,4533,192,4725
Chart_3,2,gpt-4,2952,235,3187
Chart_3,2,gpt-4,4752,206,4958
Chart_3,2,gpt-4,2965,201,3166
Chart_3,2,gpt-4,3267,170,3437
Chart_3,2,gpt-4,3461,185,3646
Chart_3,2,gpt-4,3670,245,3915
Chart_3,2,gpt-4,4984,210,5194
Chart_3,2,gpt-4,2970,266,3236
Chart_3,2,gpt-4,3337,250,3587
Chart_3,2,gpt-4,3611,234,3845
Chart_3,2,gpt-4,3870,250,4120
Chart_3,2,gpt-4,5221,208,5429
Chart_3,2,gpt-4,2968,228,3196
Chart_3,2,gpt-4,3298,246,3544
Chart_3,2,gpt-4,3568,216,3784
Chart_3,2,gpt-4,3809,279,4088
Chart_4,3,gpt-4,15900,650,16550
Chart_5,4,gpt-4,3690,315,4005
Chart_5,4,gpt-4,3196,461,3657
Chart_6,5,gpt-4,2831,68,2899
Chart_6,5,gpt-4,2697,130,2827
Chart_6,5,gpt-4,3114,90,3204
Chart_6,5,gpt-4,2718,156,2874
Chart_6,5,gpt-4,3071,160,3231
Chart_6,5,gpt-4,3255,168,3423
Chart_6,5,gpt-4,3448,179,3627
Chart_6,5,gpt-4,3230,64,3294
Chart_6,5,gpt-4,2692,140,2832
Chart_6,5,gpt-4,3029,136,3165
Chart_6,5,gpt-4,3189,155,3344
Chart_6,5,gpt-4,3368,148,3516
Chart_6,5,gpt-4,3320,64,3384
Chart_6,5,gpt-4,2692,157,2849
Chart_6,5,gpt-4,3047,158,3205
Chart_6,5,gpt-4,3229,177,3406
Chart_6,5,gpt-4,3430,183,3613
Chart_6,5,gpt-4,3410,69,3479
Chart_6,5,gpt-4,2698,133,2831
Chart_6,5,gpt-4,3028,167,3195
Chart_6,5,gpt-4,3220,148,3368
Chart_6,5,gpt-4,3393,294,3687
Chart_7,6,gpt-4,4523,582,5105
Chart_8,7,gpt-4,4459,25,4484
Chart_9,8,gpt-4,3429,295,3724
Chart_10,9,gpt-4,2797,72,2869
Chart_10,9,gpt-4,2685,73,2758
Chart_10,9,gpt-4,2875,32,2907
Chart_10,9,gpt-4,2948,53,3001
Chart_11,10,gpt-4,4234,414,4648
Chart_12,11,gpt-4,3810,160,3970
Chart_12,11,gpt-4,2893,222,3115
Chart_12,11,gpt-4,4185,171,4356
Chart_12,11,gpt-4,2904,193,3097
Chart_12,11,gpt-4,3186,195,3381
Chart_12,11,gpt-4,3405,173,3578
Chart_12,11,gpt-4,3603,190,3793
Chart_12,11,gpt-4,4383,181,4564
Chart_12,11,gpt-4,2914,227,3141
Chart_12,11,gpt-4,3230,219,3449
Chart_12,11,gpt-4,3474,219,3693
Chart_12,11,gpt-4,3718,217,3935
Chart_12,11,gpt-4,4591,174,4765
Chart_12,11,gpt-4,2907,188,3095
Chart_12,11,gpt-4,3184,124,3308
Chart_12,11,gpt-4,3333,133,3466
Chart_12,11,gpt-4,3491,199,3690
Chart_12,11,gpt-4,4792,201,4993
Chart_12,11,gpt-4,2933,196,3129
Chart_12,11,gpt-4,3218,167,3385
Chart_12,11,gpt-4,3410,178,3588
Chart_12,11,gpt-4,3613,186,3799
Chart_12,11,gpt-4,5019,191,5210
Chart_12,11,gpt-4,2924,172,3096
Chart_12,11,gpt-4,3184,187,3371
Chart_12,11,gpt-4,3396,205,3601
Chart_12,11,gpt-4,3626,222,3848
Chart_12,11,gpt-4,5237,196,5433
Chart_12,11,gpt-4,2928,214,3142
Chart_12,11,gpt-4,3231,184,3415
Chart_12,11,gpt-4,3440,188,3628
Chart_12,11,gpt-4,3653,201,3854
Chart_13,12,gpt-4,4612,807,5419
Chart_17,13,gpt-4,2828,107,2935
Chart_20,14,gpt-4,2457,59,2516
Chart_24,15,gpt-4,2782,139,2921
Chart_26,16,gpt-4,15976,1138,17114
Cli_4,17,gpt-4,3503,119,3622
Cli_4,17,gpt-4,2800,204,3004
Cli_4,17,gpt-4,3837,147,3984
Cli_4,17,gpt-4,4007,153,4160
Cli_4,17,gpt-4,4183,148,4331
Cli_4,17,gpt-4,4354,115,4469
Cli_4,17,gpt-4,4492,135,4627
Cli_4,17,gpt-4,4649,121,4770
Cli_5,18,gpt-4,2924,74,2998
Cli_8,19,gpt-4,4043,225,4268
Cli_8,19,gpt-4,2995,198,3193
Cli_9,20,gpt-4,4284,155,4439
Cli_11,21,gpt-4,3420,173,3593
Cli_11,21,gpt-4,2907,275,3182
Cli_11,21,gpt-4,3282,157,3439
Cli_12,22,gpt-4,5528,330,5858
Cli_12,22,gpt-4,3217,469,3686
Cli_14,23,gpt-4,3294,280,3574
Cli_15,24,gpt-4,3895,160,4055
Cli_15,24,gpt-4,2893,180,3073
Cli_15,24,gpt-4,3304,216,3520
Cli_15,24,gpt-4,3545,314,3859
Cli_15,24,gpt-4,4270,117,4387
Cli_15,24,gpt-4,2849,176,3025
Cli_15,24,gpt-4,3256,165,3421
Cli_15,24,gpt-4,3434,158,3592
Cli_15,24,gpt-4,3629,213,3842
Cli_15,24,gpt-4,4413,175,4588
Cli_15,24,gpt-4,2908,216,3124
Cli_15,24,gpt-4,3354,216,3570
Cli_15,24,gpt-4,3583,160,3743
Cli_15,24,gpt-4,3780,201,3981
Cli_15,24,gpt-4,4615,308,4923
Cli_15,24,gpt-4,3041,253,3294
Cli_15,24,gpt-4,3525,205,3730
Cli_15,24,gpt-4,3755,189,3944
Cli_15,24,gpt-4,3969,205,4174
Cli_15,24,gpt-4,4950,227,5177
Cli_15,24,gpt-4,2959,170,3129
Cli_15,24,gpt-4,3359,230,3589
Cli_15,24,gpt-4,3614,266,3880
Cli_15,24,gpt-4,3905,218,4123
Cli_15,24,gpt-4,5203,243,5446
Cli_15,24,gpt-4,2975,205,3180
Cli_15,24,gpt-4,3411,289,3700
Cli_15,24,gpt-4,5472,170,5642
Cli_15,24,gpt-4,2903,167,3070
Cli_15,24,gpt-4,3301,170,3471
Cli_15,24,gpt-4,3495,144,3639
Cli_15,24,gpt-4,3664,318,3982
Cli_17,25,gpt-4,4839,174,5013
Cli_19,26,gpt-4,2687,89,2776
Cli_19,26,gpt-4,2742,97,2839
Cli_20,27,gpt-4,5510,356,5866
Cli_20,27,gpt-4,3254,449,3703
Cli_20,27,gpt-4,3798,371,4169
Cli_20,27,gpt-4,4194,349,4543
Cli_20,27,gpt-4,4568,349,4917
Cli_20,27,gpt-4,6081,433,6514
Cli_20,27,gpt-4,3331,649,3980
Cli_20,27,gpt-4,4075,372,4447
Cli_20,27,gpt-4,4472,344,4816
Cli_20,27,gpt-4,4841,363,5204
Cli_20,27,gpt-4,6541,322,6863
Cli_20,27,gpt-4,3220,373,3593
Cli_20,27,gpt-4,3688,359,4047
Cli_20,27,gpt-4,4071,369,4440
Cli_20,27,gpt-4,4465,370,4835
Cli_20,27,gpt-4,6890,351,7241
Cli_20,27,gpt-4,3249,398,3647
Cli_20,27,gpt-4,7268,352,7620
Cli_20,27,gpt-4,3250,445,3695
Cli_20,27,gpt-4,7647,359,8006
Cli_20,27,gpt-4,3256,376,3632
Cli_20,27,gpt-4,8032,403,8435
Cli_20,27,gpt-4,3300,470,3770
Cli_23,28,gpt-4,6634,303,6937
Cli_23,28,gpt-4,3119,287,3406
Cli_23,28,gpt-4,3641,297,3938
Cli_24,29,gpt-4,4837,328,5165
Cli_24,29,gpt-4,3178,354,3532
Cli_24,29,gpt-4,5379,300,5679
Cli_24,29,gpt-4,3150,278,3428
Cli_24,29,gpt-4,5705,256,5961
Cli_24,29,gpt-4,3107,308,3415
Cli_24,29,gpt-4,4754,326,5080
Cli_24,29,gpt-4,5105,328,5433
Cli_24,29,gpt-4,5458,301,5759
Cli_24,29,gpt-4,5988,316,6304
Cli_24,29,gpt-4,3167,339,3506
Cli_24,29,gpt-4,4845,350,5195
Cli_24,29,gpt-4,5219,300,5519
Cli_24,29,gpt-4,5543,301,5844
Cli_24,29,gpt-4,6331,303,6634
Cli_24,29,gpt-4,3153,278,3431
Cli_25,30,gpt-4,4183,256,4439
Cli_25,30,gpt-4,3089,222,3311
Cli_25,30,gpt-4,3419,243,3662
Cli_25,30,gpt-4,3686,280,3966
Cli_25,30,gpt-4,3990,275,4265
Cli_25,30,gpt-4,4653,229,4882
Cli_25,30,gpt-4,3062,235,3297
Cli_25,30,gpt-4,3405,296,3701
Cli_25,30,gpt-4,3725,260,3985
Cli_25,30,gpt-4,4009,229,4238
Cli_25,30,gpt-4,4908,231,5139
Cli_25,30,gpt-4,3064,296,3360
Cli_25,30,gpt-4,3468,276,3744
Cli_25,30,gpt-4,3768,296,4064
Cli_25,30,gpt-4,4088,390,4478
Cli_25,30,gpt-4,5165,266,5431
Cli_25,30,gpt-4,3100,254,3354
Cli_25,30,gpt-4,3463,232,3695
Cli_25,30,gpt-4,3719,236,3955
Cli_25,30,gpt-4,3980,252,4232
Cli_25,30,gpt-4,5458,241,5699
Cli_25,30,gpt-4,3074,244,3318
Cli_25,30,gpt-4,3426,238,3664
Cli_25,30,gpt-4,3688,267,3955
Cli_25,30,gpt-4,3979,245,4224
Cli_25,30,gpt-4,5725,235,5960
Cli_25,30,gpt-4,3069,263,3332
Cli_25,30,gpt-4,3441,250,3691
Cli_25,30,gpt-4,3716,256,3972
Cli_25,30,gpt-4,3997,255,4252
Cli_25,30,gpt-4,5987,233,6220
Cli_25,30,gpt-4,3067,234,3301
Cli_25,30,gpt-4,3410,278,3688
Cli_25,30,gpt-4,3713,275,3988
Cli_25,30,gpt-4,4013,307,4320
Cli_26,31,gpt-4,3450,184,3634
Cli_26,31,gpt-4,2879,178,3057
Cli_26,31,gpt-4,3151,315,3466
Cli_26,31,gpt-4,3491,107,3598
Cli_26,31,gpt-4,3622,133,3755
Cli_26,31,gpt-4,3848,198,4046
Cli_26,31,gpt-4,2893,312,3205
Cli_26,31,gpt-4,3298,279,3577
Cli_27,32,gpt-4,3051,112,3163
Cli_27,32,gpt-4,2810,141,2951
Cli_27,32,gpt-4,3230,165,3395
Cli_28,33,gpt-4,4391,238,4629
Cli_29,34,gpt-4,3152,128,3280
Cli_29,34,gpt-4,2784,101,2885
Cli_29,34,gpt-4,2987,145,3132
Cli_29,34,gpt-4,3156,95,3251
Cli_29,34,gpt-4,3281,91,3372
Cli_29,34,gpt-4,3494,92,3586
Cli_29,34,gpt-4,2748,153,2901
Cli_29,34,gpt-4,3003,118,3121
Cli_29,34,gpt-4,3151,103,3254
Cli_29,34,gpt-4,3278,94,3372
Cli_29,34,gpt-4,3612,122,3734
Cli_29,34,gpt-4,2778,107,2885
Cli_29,34,gpt-4,2987,164,3151
Cli_29,34,gpt-4,3175,101,3276
Cli_29,34,gpt-4,3306,73,3379
Cli_29,34,gpt-4,3760,152,3912
Cli_29,34,gpt-4,2808,128,2936
Cli_29,34,gpt-4,3039,137,3176
Cli_29,34,gpt-4,3207,112,3319
Cli_29,34,gpt-4,3343,118,3461
Cli_29,34,gpt-4,3938,101,4039
Cli_29,34,gpt-4,2757,130,2887
Cli_29,34,gpt-4,2989,110,3099
Cli_29,34,gpt-4,3129,113,3242
Cli_29,34,gpt-4,3267,91,3358
Cli_29,34,gpt-4,4065,210,4275
Cli_29,34,gpt-4,2866,162,3028
Cli_29,34,gpt-4,3130,116,3246
Cli_29,34,gpt-4,3277,109,3386
Cli_29,34,gpt-4,3411,135,3546
Cli_29,34,gpt-4,4301,91,4392
Cli_29,34,gpt-4,2747,109,2856
Cli_29,34,gpt-4,2958,111,3069
Cli_29,34,gpt-4,3099,100,3199
Cli_29,34,gpt-4,3223,91,3314
Cli_32,35,gpt-4,6490,350,6840
Cli_32,35,gpt-4,3216,375,3591
Cli_32,35,gpt-4,8489,403,8892
Cli_32,35,gpt-4,8917,324,9241
Cli_32,35,gpt-4,9266,318,9584
Cli_32,35,gpt-4,7055,359,7414
Cli_32,35,gpt-4,3225,387,3612
Cli_32,35,gpt-4,7251,281,7532
Cli_32,35,gpt-4,7557,355,7912
Cli_32,35,gpt-4,7936,328,8264
Cli_32,35,gpt-4,7441,407,7848
Cli_32,35,gpt-4,3273,389,3662
Cli_32,35,gpt-4,8631,318,8949
Cli_32,35,gpt-4,8974,367,9341
Cli_32,35,gpt-4,9365,289,9654
Cli_32,35,gpt-4,7875,379,8254
Cli_32,35,gpt-4,3245,382,3627
Cli_32,35,gpt-4,7790,514,8304
Cli_32,35,gpt-4,8328,485,8813
Cli_32,35,gpt-4,8837,324,9161
Cli_32,35,gpt-4,8281,341,8622
Cli_35,36,gpt-4,3386,135,3521
Cli_37,37,gpt-4,2932,124,3056
Cli_37,37,gpt-4,2784,201,2985
Cli_37,37,gpt-4,3097,154,3251
Cli_37,37,gpt-4,3275,220,3495
Cli_37,37,gpt-4,3520,450,3970
Cli_37,37,gpt-4,3271,175,3446
Cli_37,37,gpt-4,2835,191,3026
Cli_37,37,gpt-4,3139,182,3321
Cli_37,37,gpt-4,3345,342,3687
Cli_37,37,gpt-4,3712,265,3977
Cli_37,37,gpt-4,3473,244,3717
Cli_37,37,gpt-4,2904,178,3082
Cli_37,37,gpt-4,3195,402,3597
Cli_37,37,gpt-4,3622,318,3940
Cli_37,37,gpt-4,3965,257,4222
Cli_37,37,gpt-4,3744,150,3894
Cli_37,37,gpt-4,2809,186,2995
Cli_37,37,gpt-4,3108,152,3260
Cli_37,37,gpt-4,3284,200,3484
Cli_37,37,gpt-4,3508,177,3685
Cli_37,37,gpt-4,3920,180,4100
Cli_37,37,gpt-4,2840,161,3001
Cli_37,37,gpt-4,3113,263,3376
Cli_37,37,gpt-4,3400,247,3647
Cli_37,37,gpt-4,3671,198,3869
Cli_37,37,gpt-4,4127,179,4306
Cli_37,37,gpt-4,2838,248,3086
Cli_37,37,gpt-4,3198,261,3459
Cli_37,37,gpt-4,3483,422,3905
Cli_37,37,gpt-4,3929,336,4265
Cli_37,37,gpt-4,4332,233,4565
Cli_37,37,gpt-4,2892,211,3103
Cli_37,37,gpt-4,3216,218,3434
Cli_37,37,gpt-4,3459,213,3672
Cli_37,37,gpt-4,3696,259,3955
Cli_38,38,gpt-4,2919,292,3211
Cli_40,39,gpt-4,2975,302,3277
Cli_40,39,gpt-4,3167,460,3627
Cli_40,39,gpt-4,3689,555,4244
Cli_40,39,gpt-4,4269,758,5027
Closure_1,40,gpt-4,16663,342,17005
Closure_1,40,gpt-4,3235,478,3713
Closure_1,40,gpt-4,17219,250,17469
Closure_1,40,gpt-4,3143,391,3534
Closure_1,40,gpt-4,17495,370,17865
Closure_1,40,gpt-4,3263,260,3523
Closure_1,40,gpt-4,4222,285,4507
Closure_1,40,gpt-4,4532,290,4822
Closure_1,40,gpt-4,4847,284,5131
Closure_1,40,gpt-4,17891,407,18298
Closure_2,41,gpt-4,2851,218,3069
Closure_4,42,gpt-4,4569,242,4811
Closure_4,42,gpt-4,3045,256,3301
Closure_4,42,gpt-4,5026,225,5251
Closure_4,42,gpt-4,3027,289,3316
Closure_4,42,gpt-4,5277,175,5452
Closure_4,42,gpt-4,5474,198,5672
Closure_4,42,gpt-4,5694,189,5883
Closure_4,42,gpt-4,2991,220,3211
Closure_4,42,gpt-4,5909,188,6097
Closure_4,42,gpt-4,2990,268,3258
Closure_4,42,gpt-4,6123,209,6332
Closure_4,42,gpt-4,3012,184,3196
Closure_5,43,gpt-4,3146,801,3947
Closure_7,44,gpt-4,2503,122,2625
Closure_7,44,gpt-4,2806,200,3006
Closure_7,44,gpt-4,3203,184,3387
Closure_7,44,gpt-4,3412,182,3594
Closure_7,44,gpt-4,3618,146,3764
Closure_7,44,gpt-4,2839,163,3002
Closure_7,44,gpt-4,2847,180,3027
Closure_7,44,gpt-4,3223,224,3447
Closure_7,44,gpt-4,3471,198,3669
Closure_7,44,gpt-4,3693,215,3908
Closure_7,44,gpt-4,3028,190,3218
Closure_7,44,gpt-4,2874,180,3054
Closure_7,44,gpt-4,3251,176,3427
Closure_7,44,gpt-4,3452,184,3636
Closure_7,44,gpt-4,3660,172,3832
Closure_7,44,gpt-4,3244,187,3431
Closure_7,44,gpt-4,2872,186,3058
Closure_7,44,gpt-4,3255,175,3430
Closure_7,44,gpt-4,3455,161,3616
Closure_7,44,gpt-4,3641,175,3816
Closure_7,44,gpt-4,3458,180,3638
Closure_7,44,gpt-4,2864,241,3105
Closure_7,44,gpt-4,3301,184,3485
Closure_7,44,gpt-4,3509,225,3734
Closure_7,44,gpt-4,3758,216,3974
Closure_7,44,gpt-4,3664,179,3843
Closure_7,44,gpt-4,2863,191,3054
Closure_7,44,gpt-4,3250,220,3470
Closure_7,44,gpt-4,3495,177,3672
Closure_7,44,gpt-4,3696,188,3884
Closure_7,44,gpt-4,3869,184,4053
Closure_7,44,gpt-4,2869,189,3058
Closure_7,44,gpt-4,3254,185,3439
Closure_7,44,gpt-4,3464,186,3650
Closure_7,44,gpt-4,3675,181,3856
Closure_10,45,gpt-4,4473,85,4558
Closure_10,45,gpt-4,2718,105,2823
Closure_10,45,gpt-4,4773,96,4869
Closure_10,45,gpt-4,4891,195,5086
Closure_10,45,gpt-4,2828,280,3108
Closure_11,46,gpt-4,7089,259,7348
Closure_11,46,gpt-4,3050,233,3283
Closure_11,46,gpt-4,3432,211,3643
Closure_11,46,gpt-4,3668,255,3923
Closure_11,46,gpt-4,3947,246,4193
Closure_11,46,gpt-4,7563,255,7818
Closure_11,46,gpt-4,3045,300,3345
Closure_11,46,gpt-4,3523,331,3854
Closure_11,46,gpt-4,3897,314,4211
Closure_11,46,gpt-4,4187,293,4480
Closure_11,46,gpt-4,7844,243,8087
Closure_11,46,gpt-4,3033,312,3345
Closure_11,46,gpt-4,3524,353,3877
Closure_11,46,gpt-4,3902,288,4190
Closure_11,46,gpt-4,4186,331,4517
Closure_11,46,gpt-4,8113,245,8358
Closure_11,46,gpt-4,3035,273,3308
Closure_11,46,gpt-4,3486,257,3743
Closure_11,46,gpt-4,3768,305,4073
Closure_12,47,gpt-4,2432,142,2574
Closure_12,47,gpt-4,2785,143,2928
Closure_12,47,gpt-4,2951,136,3087
Closure_12,47,gpt-4,3110,154,3264
Closure_12,47,gpt-4,3287,155,3442
Closure_12,47,gpt-4,3465,165,3630
Closure_12,47,gpt-4,3652,207,3859
Closure_13,48,gpt-4,5226,159,5385
Closure_14,49,gpt-4,9882,1077,10959
Closure_14,49,gpt-4,4487,891,5378
Closure_14,49,gpt-4,11174,748,11922
Closure_14,49,gpt-4,4158,777,4935
Closure_14,49,gpt-4,5249,828,6077
Closure_14,49,gpt-4,6036,840,6876
Closure_14,49,gpt-4,6901,688,7589
Closure_14,49,gpt-4,11949,918,12867
Closure_14,49,gpt-4,4328,1083,5411
Closure_14,49,gpt-4,12894,829,13723
Closure_14,49,gpt-4,4238,813,5051
Closure_14,49,gpt-4,5365,904,6269
Closure_14,49,gpt-4,6294,809,7103
Closure_14,49,gpt-4,7128,944,8072
Closure_14,49,gpt-4,13749,872,14621
Closure_14,49,gpt-4,4282,919,5201
Closure_14,49,gpt-4,5514,899,6413
Closure_14,49,gpt-4,6437,913,7350
Closure_14,49,gpt-4,7375,1029,8404
Closure_14,49,gpt-4,14648,792,15440
Closure_14,49,gpt-4,4202,854,5056
Closure_14,49,gpt-4,5370,798,6168
Closure_14,49,gpt-4,6193,758,6951
Closure_14,49,gpt-4,6976,831,7807
Closure_14,49,gpt-4,15467,817,16284
Closure_14,49,gpt-4,4226,1063,5289
Closure_14,49,gpt-4,5603,1036,6639
Closure_14,49,gpt-4,6663,1035,7698
Closure_14,49,gpt-4,7723,1094,8817
Closure_15,50,gpt-4,2560,216,2776
Closure_15,50,gpt-4,2987,268,3255
Closure_15,50,gpt-4,3347,241,3588
Closure_15,50,gpt-4,2991,215,3206
Closure_15,50,gpt-4,2985,241,3226
Closure_15,50,gpt-4,3318,375,3693
Closure_15,50,gpt-4,3232,233,3465
Closure_15,50,gpt-4,3003,280,3283
Closure_15,50,gpt-4,3375,225,3600
Closure_15,50,gpt-4,3491,186,3677
Closure_15,50,gpt-4,2956,173,3129
Closure_15,50,gpt-4,3221,205,3426
Closure_15,50,gpt-4,3703,203,3906
Closure_15,50,gpt-4,2974,191,3165
Closure_15,50,gpt-4,3258,185,3443
Closure_15,50,gpt-4,3468,168,3636
Closure_15,50,gpt-4,3660,175,3835
Closure_15,50,gpt-4,3933,207,4140
Closure_15,50,gpt-4,2977,219,3196
Closure_15,50,gpt-4,3288,164,3452
Closure_15,50,gpt-4,3476,282,3758
Closure_15,50,gpt-4,4166,230,4396
Closure_15,50,gpt-4,3000,215,3215
Closure_15,50,gpt-4,3308,254,3562
Closure_17,51,gpt-4,2878,506,3384
Closure_17,51,gpt-4,3598,552,4150
Closure_17,51,gpt-4,4244,505,4749
Closure_17,51,gpt-4,4774,522,5296
Closure_17,51,gpt-4,5321,533,5854
Closure_17,51,gpt-4,3599,472,4071
Closure_17,51,gpt-4,3564,546,4110
Closure_17,51,gpt-4,4203,580,4783
Closure_17,51,gpt-4,4807,635,5442
Closure_17,51,gpt-4,5466,594,6060
Closure_17,51,gpt-4,4098,479,4577
Closure_17,51,gpt-4,3571,701,4272
Closure_17,51,gpt-4,4365,647,5012
Closure_17,51,gpt-4,5037,598,5635
Closure_17,51,gpt-4,5660,645,6305
Closure_17,51,gpt-4,4604,505,5109
Closure_17,51,gpt-4,3597,628,4225
Closure_17,51,gpt-4,4319,610,4929
Closure_17,51,gpt-4,4954,581,5535
Closure_17,51,gpt-4,5559,594,6153
Closure_17,51,gpt-4,5136,523,5659
Closure_17,51,gpt-4,3615,559,4174
Closure_17,51,gpt-4,4267,556,4823
Closure_17,51,gpt-4,4847,502,5349
Closure_17,51,gpt-4,5374,555,5929
Closure_17,51,gpt-4,5686,516,6202
Closure_17,51,gpt-4,3608,585,4193
Closure_17,51,gpt-4,4287,600,4887
Closure_17,51,gpt-4,4911,577,5488
Closure_17,51,gpt-4,5512,592,6104
Closure_17,51,gpt-4,6229,516,6745
Closure_17,51,gpt-4,3608,590,4198
Closure_17,51,gpt-4,4292,529,4821
Closure_17,51,gpt-4,4845,637,5482
Closure_17,51,gpt-4,5507,601,6108
Closure_18,52,gpt-4,6081,828,6909
Closure_18,52,gpt-4,4201,781,4982
Closure_18,52,gpt-4,5068,834,5902
Closure_18,52,gpt-4,7124,825,7949
Closure_18,52,gpt-4,7972,896,8868
Closure_18,52,gpt-4,8890,853,9743
Closure_18,52,gpt-4,9766,830,10596
Closure_18,52,gpt-4,10619,855,11474
Closure_18,52,gpt-4,11497,860,12357
Closure_19,53,gpt-4,2879,215,3094
Closure_19,53,gpt-4,2961,260,3221
Closure_19,53,gpt-4,3309,205,3514
Closure_19,53,gpt-4,2950,192,3142
Closure_20,54,gpt-4,5047,219,5266
Closure_20,54,gpt-4,2997,158,3155
Closure_21,55,gpt-4,5185,708,5893
Closure_21,55,gpt-4,3884,548,4432
Closure_21,55,gpt-4,4544,614,5158
Closure_21,55,gpt-4,5183,598,5781
Closure_21,55,gpt-4,5805,597,6402
Closure_21,55,gpt-4,6108,794,6902
Closure_21,55,gpt-4,3970,526,4496
Closure_21,55,gpt-4,4607,529,5136
Closure_21,55,gpt-4,5184,627,5811
Closure_21,55,gpt-4,5811,621,6432
Closure_21,55,gpt-4,6929,690,7619
Closure_21,55,gpt-4,3865,627,4492
Closure_21,55,gpt-4,4604,646,5250
Closure_21,55,gpt-4,5274,601,5875
Closure_21,55,gpt-4,5923,603,6526
Closure_21,55,gpt-4,7645,663,8308
Closure_21,55,gpt-4,3839,684,4523
Closure_21,55,gpt-4,4634,667,5301
Closure_21,55,gpt-4,5326,634,5960
Closure_21,55,gpt-4,6009,818,6827
Closure_21,55,gpt-4,8335,652,8987
Closure_21,55,gpt-4,3827,592,4419
Closure_21,55,gpt-4,4530,532,5062
Closure_21,55,gpt-4,5087,584,5671
Closure_21,55,gpt-4,5696,601,6297
Closure_21,55,gpt-4,9013,680,9693
Closure_21,55,gpt-4,3855,675,4530
Closure_21,55,gpt-4,4642,640,5282
Closure_21,55,gpt-4,5307,702,6009
Closure_21,55,gpt-4,6034,695,6729
Closure_21,55,gpt-4,9719,504,10223
Closure_21,55,gpt-4,3680,597,4277
Closure_21,55,gpt-4,4389,595,4984
Closure_21,55,gpt-4,5033,601,5634
Closure_21,55,gpt-4,5635,629,6264
Closure_22,56,gpt-4,5150,727,5877
Closure_22,56,gpt-4,3970,820,4790
Closure_22,56,gpt-4,4902,626,5528
Closure_22,56,gpt-4,5504,654,6158
Closure_22,56,gpt-4,6231,537,6768
Closure_22,56,gpt-4,6092,727,6819
Closure_22,56,gpt-4,3970,727,4697
Closure_22,56,gpt-4,4808,687,5495
Closure_22,56,gpt-4,5519,749,6268
Closure_22,56,gpt-4,6292,715,7007
Closure_22,56,gpt-4,6846,719,7565
Closure_22,56,gpt-4,3962,778,4740
Closure_22,56,gpt-4,4851,769,5620
Closure_22,56,gpt-4,5669,959,6628
Closure_22,56,gpt-4,6629,797,7426
Closure_22,56,gpt-4,7592,700,8292
Closure_22,56,gpt-4,3942,677,4619
Closure_22,56,gpt-4,4731,654,5385
Closure_22,56,gpt-4,5409,619,6028
Closure_22,56,gpt-4,6053,653,6706
Closure_22,56,gpt-4,8318,691,9009
Closure_22,56,gpt-4,3933,712,4645
Closure_22,56,gpt-4,4757,701,5458
Closure_22,56,gpt-4,5483,686,6169
Closure_22,56,gpt-4,6194,786,6980
Closure_22,56,gpt-4,9035,656,9691
Closure_22,56,gpt-4,3898,763,4661
Closure_22,56,gpt-4,4773,797,5570
Closure_22,56,gpt-4,5595,756,6351
Closure_22,56,gpt-4,6375,740,7115
Closure_22,56,gpt-4,9717,732,10449
Closure_22,56,gpt-4,3975,719,4694
Closure_22,56,gpt-4,4805,674,5479
Closure_22,56,gpt-4,5504,653,6157
Closure_22,56,gpt-4,6182,743,6925
Closure_23,57,gpt-4,3736,334,4070
Closure_23,57,gpt-4,3245,414,3659
Closure_23,57,gpt-4,3769,376,4145
Closure_23,57,gpt-4,4154,424,4578
Closure_23,57,gpt-4,4618,401,5019
Closure_23,57,gpt-4,4285,327,4612
Closure_23,57,gpt-4,3237,434,3671
Closure_23,57,gpt-4,3765,405,4170
Closure_23,57,gpt-4,4638,334,4972
Closure_23,57,gpt-4,3245,454,3699
Closure_23,57,gpt-4,3793,392,4185
Closure_23,57,gpt-4,4209,401,4610
Closure_23,57,gpt-4,4635,386,5021
Closure_23,57,gpt-4,4999,361,5360
Closure_23,57,gpt-4,3271,353,3624
Closure_23,57,gpt-4,3718,356,4074
Closure_23,57,gpt-4,4098,338,4436
Closure_23,57,gpt-4,4477,348,4825
Closure_23,57,gpt-4,5386,297,5683
Closure_23,57,gpt-4,3208,365,3573
Closure_23,57,gpt-4,3717,371,4088
Closure_23,57,gpt-4,4079,336,4415
Closure_23,57,gpt-4,4423,367,4790
Closure_23,57,gpt-4,5710,394,6104
Closure_23,57,gpt-4,3304,365,3669
Closure_23,57,gpt-4,3779,428,4207
Closure_23,57,gpt-4,4215,336,4551
Closure_23,57,gpt-4,4592,372,4964
Closure_23,57,gpt-4,6130,418,6548
